cds	R_CP	R_DSC	S_CP	S_DSC
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10170_c8_g2_i1:383-1879(+)	1.22838571933982	1.61227927605831	1.15579798453154	1.21791745199838
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10170_c8_g2_i2:167-1453(+)	1.04368406878627	1.47498369847775	0.747309218300591	1.72277921321783
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10171_c4_g1_i1:386-1648(+)	11.7226378435367	28.6930000353024	7.48074798720116	18.5112590029887
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10171_c4_g1_i2:386-1648(+)	11.0569441586411	9.32598296089486	25.7430777121022	13.6155287091163
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10176_c0_g1_i1:754-5616(-)	6.67441324759383	5.70595700042616	7.49274484835955	7.95624913175318
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR101856_c0_g1_i1:48-1907(+)	40.1711715412589	26.6376527657262	32.5871302648746	28.1834055966809
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR102033_c0_g1_i1:3-365(+)	4.26764181658376	6.79785846582546	1.49122813926369	3.25567318687037
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR102109_c0_g1_i1:132-1433(+)	299.346402905924	284.523806022493	357.447601705678	308.831120722542
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR102243_c0_g1_i2:364-1323(+)	12.8429585613992	14.4676099910816	11.9475344065513	10.8778242769296
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR102379_c0_g1_i1:2-583(-)	0.370480172498882	0.769375504848899	0.652096433370658	0.637227738004315
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR102398_c0_g1_i1:1-564(+)	0.41695855304669	0.808511240988592	0.353958481485142	0.668080470705316
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR102437_c0_g1_i1:1-561(-)	5.19934877654389	3.84754523217097	3.5429694579511	3.49574446687107
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR102832_c0_g1_i1:145-2682(+)	6.03783632580957	4.46481460923043	4.91106210712374	4.25117927563234
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR102870_c0_g2_i1:132-2348(+)	8.5223747764009	7.99495010752737	0	0
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR102873_c0_g1_i1:1376-1678(+)	7.90392630292031	8.03044255320991	10.7967048574769	8.66398948761048
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR102873_c0_g1_i1:587-1183(+)	9.05354195659439	10.3338378667432	8.11519049940324	8.8090187819467
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR102883_c0_g2_i1:272-739(-)	380.145221606662	283.309088097963	522.148369498728	395.091731068297
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR102990_c0_g1_i1:3-440(-)	0.658913962239573	2.25219795154676	0.662869008259464	1.00564815185229
